sale_id,customer_sk,product_sk,date_id,channel,quantity,unit_price,discount_rate,revenue
219,11,13,20240120,Online,1,145.23,0.0,145.23
220,81,3,20240604,Direct,1,97.31,0.0,97.31
221,57,9,20241116,Partner,3,228.5,0.1,616.95
222,103,18,20240927,Online,2,286.03,0.0,572.06
223,88,8,20240811,Online,1,436.52,0.0,436.52
224,87,6,20240227,Direct,2,133.44,0.1,240.19
225,10,3,20240206,Partner,1,97.31,0.05,92.44
226,28,10,20240925,Online,2,294.85,0.05,560.22
227,27,24,20240408,Partner,2,395.55,0.0,791.1
228,39,12,20240513,Direct,1,361.12,0.0,361.12
229,6,17,20241103,Direct,5,362.21,0.15,1539.39
230,27,25,20240106,Online,2,225.87,0.0,451.74
231,76,15,20240603,Partner,1,381.95,0.15,324.66
232,82,10,20240522,Partner,1,294.85,0.0,294.85
233,38,17,20241126,Direct,2,362.21,0.1,651.98
234,88,18,20240831,Online,1,286.03,0.0,286.03
235,29,11,20240430,Online,1,251.67,0.05,239.09
236,100,7,20240506,Direct,1,459.69,0.05,436.71
237,37,24,20240729,Online,1,395.55,0.0,395.55
238,44,7,20241128,Partner,3,459.69,0.0,1379.07
239,7,20,20240129,Direct,1,341.71,0.05,324.62
240,7,23,20240409,Partner,1,307.04,0.0,307.04
241,115,15,20241211,Online,1,381.95,0.0,381.95
242,71,7,20240803,Direct,2,459.69,0.0,919.38
243,43,8,20240511,Direct,1,436.52,0.0,436.52
244,8,12,20241207,Partner,3,361.12,0.0,1083.36
245,36,11,20240708,Direct,1,251.67,0.05,239.09
246,49,5,20240909,Direct,1,206.77,0.0,206.77
247,105,25,20241222,Partner,1,225.87,0.05,214.58
248,116,17,20240803,Partner,1,362.21,0.0,362.21
249,33,21,20241215,Partner,3,278.4,0.0,835.2
250,10,2,20240411,Direct,2,158.31,0.0,316.62
251,108,5,20240529,Online,3,206.77,0.15,527.26
252,119,18,20240915,Direct,1,286.03,0.0,286.03
253,36,19,20240415,Partner,2,138.32,0.0,276.64
254,120,10,20240412,Partner,2,294.85,0.0,589.7
255,30,2,20240409,Direct,3,158.31,0.0,474.93
256,113,18,20240826,Direct,1,286.03,0.0,286.03
257,138,4,20240515,Partner,1,395.65,0.05,375.87
258,94,25,20240225,Online,1,225.87,0.0,225.87
259,41,21,20240910,Online,5,278.4,0.0,1392.0
260,17,1,20240405,Direct,1,202.03,0.05,191.93
261,2,23,20240905,Partner,1,307.04,0.0,307.04
262,119,15,20241206,Direct,1,381.95,0.0,381.95
263,87,24,20241031,Direct,5,395.55,0.1,1779.98
264,29,24,20240720,Direct,1,395.55,0.0,395.55
265,126,19,20240419,Direct,5,138.32,0.0,691.6
266,99,4,20241101,Direct,2,395.65,0.0,791.3
267,63,1,20240731,Direct,3,202.03,0.0,606.09
268,9,15,20241229,Direct,1,381.95,0.0,381.95
269,21,22,20240404,Partner,1,359.07,0.0,359.07
270,83,6,20240818,Online,1,133.44,0.0,133.44
271,63,2,20240609,Online,1,158.31,0.0,158.31
272,72,19,20240227,Direct,1,138.32,0.0,138.32
273,34,17,20240325,Partner,1,362.21,0.1,325.99
274,20,2,20240407,Direct,1,158.31,0.0,158.31
275,82,15,20241130,Online,1,381.95,0.0,381.95
276,80,2,20240827,Direct,2,158.31,0.05,300.79
277,60,18,20240608,Online,1,286.03,0.05,271.73
278,139,18,20240712,Partner,1,286.03,0.0,286.03
279,73,17,20240618,Partner,3,362.21,0.05,1032.3
280,26,22,20240327,Direct,3,359.07,0.0,1077.21
281,33,14,20240102,Direct,3,194.71,0.0,584.13
282,14,18,20240523,Direct,5,286.03,0.0,1430.15
283,135,4,20240628,Partner,3,395.65,0.0,1186.95
284,82,11,20240304,Online,2,251.67,0.05,478.17
285,30,20,20240416,Partner,1,341.71,0.0,341.71
286,70,10,20240701,Partner,5,294.85,0.1,1326.83
287,73,23,20240809,Direct,1,307.04,0.15,260.98
288,116,10,20240126,Online,1,294.85,0.0,294.85
289,68,22,20240830,Direct,1,359.07,0.0,359.07
290,34,7,20240709,Online,1,459.69,0.0,459.69
291,23,13,20240816,Direct,1,145.23,0.0,145.23
292,32,5,20240614,Partner,2,206.77,0.0,413.54
293,109,8,20240830,Direct,2,436.52,0.05,829.39
294,37,19,20241119,Partner,1,138.32,0.0,138.32
295,102,24,20240506,Online,1,395.55,0.0,395.55
296,57,19,20240726,Direct,1,138.32,0.0,138.32
297,48,14,20240711,Direct,3,194.71,0.0,584.13
298,41,16,20240825,Direct,1,131.16,0.0,131.16
299,117,15,20240201,Partner,1,381.95,0.0,381.95
300,65,1,20240409,Online,1,202.03,0.0,202.03
301,108,18,20240202,Online,3,286.03,0.05,815.19
302,123,3,20240622,Partner,1,97.31,0.0,97.31
303,58,17,20240519,Partner,1,362.21,0.1,325.99
304,1,25,20241111,Direct,1,225.87,0.0,225.87
305,72,7,20240514,Online,2,459.69,0.15,781.47
306,23,6,20241219,Partner,1,133.44,0.0,133.44
307,108,16,20240521,Partner,1,131.16,0.0,131.16
308,42,23,20240102,Online,1,307.04,0.0,307.04
309,8,7,20241031,Online,1,459.69,0.0,459.69
310,110,23,20240203,Direct,1,307.04,0.0,307.04
311,63,11,20240429,Direct,2,251.67,0.0,503.34
312,100,21,20240831,Online,1,278.4,0.0,278.4
313,17,10,20240826,Partner,2,294.85,0.0,589.7
314,91,2,20240508,Partner,1,158.31,0.0,158.31
315,134,1,20240909,Direct,3,202.03,0.0,606.09
316,106,3,20240911,Direct,1,97.31,0.05,92.44
317,97,19,20240105,Online,1,138.32,0.0,138.32
318,112,24,20240604,Online,2,395.55,0.0,791.1
319,116,6,20240318,Online,2,133.44,0.0,266.88
320,12,5,20240430,Partner,1,206.77,0.0,206.77
321,5,14,20240612,Partner,1,194.71,0.0,194.71
322,134,18,20240704,Online,1,286.03,0.1,257.43
323,81,1,20240210,Online,1,202.03,0.05,191.93
324,96,3,20240411,Partner,2,97.31,0.05,184.89
325,120,5,20240322,Direct,3,206.77,0.1,558.28
326,103,2,20240727,Direct,1,158.31,0.1,142.48
327,105,7,20241128,Direct,2,459.69,0.0,919.38
328,75,19,20240903,Online,3,138.32,0.05,394.21
329,99,8,20241005,Partner,1,436.52,0.05,414.69
330,37,4,20240323,Partner,3,395.65,0.0,1186.95
331,2,20,20240223,Direct,3,341.71,0.0,1025.13
332,84,12,20240515,Online,2,361.12,0.0,722.24
333,108,9,20240213,Direct,1,228.5,0.0,228.5
334,88,20,20240219,Partner,1,341.71,0.0,341.71
335,111,14,20240912,Online,2,194.71,0.0,389.42
336,98,25,20240816,Direct,2,225.87,0.0,451.74
337,29,24,20240429,Direct,2,395.55,0.0,791.1
338,17,7,20240801,Partner,1,459.69,0.0,459.69
339,33,25,20241113,Online,1,225.87,0.05,214.58
340,10,9,20240430,Online,1,228.5,0.0,228.5
341,113,25,20241002,Online,1,225.87,0.1,203.28
342,22,7,20240303,Partner,1,459.69,0.1,413.72
343,29,7,20240530,Partner,2,459.69,0.05,873.41
344,60,8,20241017,Partner,1,436.52,0.0,436.52
345,75,6,20240709,Partner,1,133.44,0.0,133.44
346,19,2,20240513,Direct,2,158.31,0.1,284.96
347,59,25,20240812,Direct,2,225.87,0.0,451.74
348,22,1,20240405,Direct,1,202.03,0.0,202.03
349,67,3,20240430,Direct,1,97.31,0.1,87.58
350,24,15,20240524,Online,1,381.95,0.0,381.95
351,106,12,20240406,Partner,2,361.12,0.0,722.24
352,97,23,20240203,Partner,1,307.04,0.0,307.04
353,24,8,20240508,Direct,2,436.52,0.0,873.04
354,123,12,20240916,Online,2,361.12,0.0,722.24
355,20,17,20240428,Online,1,362.21,0.0,362.21
356,139,16,20240221,Online,1,131.16,0.0,131.16
357,99,12,20240825,Direct,3,361.12,0.0,1083.36
358,41,18,20240222,Direct,2,286.03,0.0,572.06
359,125,18,20240831,Direct,1,286.03,0.05,271.73
360,67,1,20240817,Partner,1,202.03,0.0,202.03
361,44,23,20240121,Partner,1,307.04,0.0,307.04
362,47,10,20240429,Direct,1,294.85,0.0,294.85
363,69,20,20240126,Direct,1,341.71,0.0,341.71
364,31,12,20241103,Online,1,361.12,0.15,306.95
365,19,1,20240409,Direct,5,202.03,0.0,1010.15
366,121,16,20240709,Online,1,131.16,0.0,131.16
367,12,14,20240401,Partner,2,194.71,0.0,389.42
368,16,11,20241104,Partner,2,251.67,0.0,503.34
369,88,13,20241206,Direct,2,145.23,0.0,290.46
370,127,10,20240224,Online,1,294.85,0.0,294.85
371,93,3,20241101,Online,1,97.31,0.05,92.44
372,131,17,20241113,Partner,1,362.21,0.0,362.21
373,101,24,20240421,Direct,2,395.55,0.0,791.1
374,132,19,20240707,Partner,1,138.32,0.0,138.32
375,19,4,20240313,Direct,1,395.65,0.1,356.08
376,68,10,20240414,Partner,3,294.85,0.1,796.1
377,35,7,20240120,Online,1,459.69,0.0,459.69
378,74,2,20241129,Direct,3,158.31,0.1,427.44
379,40,12,20240106,Partner,1,361.12,0.0,361.12
380,36,11,20240728,Online,1,251.67,0.1,226.5
381,116,3,20240709,Direct,1,97.31,0.0,97.31
382,52,24,20241113,Partner,1,395.55,0.0,395.55
383,10,9,20240209,Direct,1,228.5,0.0,228.5
384,66,12,20240117,Partner,1,361.12,0.05,343.06
385,60,22,20241007,Partner,1,359.07,0.0,359.07
386,52,10,20240202,Partner,1,294.85,0.0,294.85
387,45,1,20240221,Partner,3,202.03,0.0,606.09
388,88,5,20241205,Online,1,206.77,0.0,206.77
389,103,20,20240320,Online,3,341.71,0.0,1025.13
390,90,24,20240930,Direct,2,395.55,0.0,791.1
391,47,23,20241130,Direct,2,307.04,0.05,583.38
392,4,19,20240722,Online,1,138.32,0.0,138.32
393,91,15,20240518,Partner,1,381.95,0.0,381.95
394,97,20,20240525,Online,3,341.71,0.0,1025.13
395,52,4,20240606,Partner,1,395.65,0.1,356.08
396,21,1,20240127,Partner,1,202.03,0.15,171.73
397,54,10,20241017,Partner,1,294.85,0.0,294.85
398,117,9,20240731,Partner,1,228.5,0.0,228.5
399,135,24,20240110,Partner,1,395.55,0.0,395.55
400,51,18,20241125,Direct,2,286.03,0.15,486.25
401,29,21,20240719,Online,5,278.4,0.0,1392.0
402,84,12,20240726,Direct,3,361.12,0.0,1083.36
403,38,17,20240104,Partner,2,362.21,0.0,724.42
404,92,21,20240321,Partner,1,278.4,0.0,278.4
405,5,13,20240228,Direct,2,145.23,0.0,290.46
406,130,14,20240726,Online,5,194.71,0.0,973.55
407,116,14,20240705,Partner,3,194.71,0.0,584.13
408,96,6,20240324,Direct,5,133.44,0.05,633.84
409,47,10,20240108,Direct,1,294.85,0.0,294.85
410,68,5,20241009,Direct,1,206.77,0.05,196.43
411,38,13,20241124,Partner,1,145.23,0.0,145.23
412,24,13,20240215,Online,2,145.23,0.0,290.46
413,122,23,20241114,Partner,1,307.04,0.0,307.04
414,5,7,20240915,Direct,3,459.69,0.0,1379.07
415,43,11,20240315,Partner,1,251.67,0.0,251.67
416,38,2,20240525,Direct,2,158.31,0.05,300.79
417,125,6,20240923,Direct,1,133.44,0.0,133.44
418,39,6,20240204,Direct,5,133.44,0.0,667.2
419,115,18,20240715,Partner,1,286.03,0.0,286.03
420,132,22,20240411,Partner,1,359.07,0.0,359.07
421,124,22,20240305,Direct,2,359.07,0.0,718.14
422,4,1,20240904,Partner,1,202.03,0.15,171.73
423,96,20,20240128,Online,1,341.71,0.0,341.71
424,77,12,20241121,Partner,1,361.12,0.1,325.01
425,117,16,20240214,Online,1,131.16,0.0,131.16
426,52,17,20241113,Online,1,362.21,0.0,362.21
427,30,10,20240323,Online,2,294.85,0.0,589.7
428,121,11,20240423,Online,1,251.67,0.0,251.67
429,12,18,20240726,Online,5,286.03,0.05,1358.64
430,91,22,20240410,Partner,1,359.07,0.05,341.12
431,32,7,20240403,Online,1,459.69,0.05,436.71
432,36,18,20240421,Direct,1,286.03,0.0,286.03
433,16,19,20240723,Online,5,138.32,0.0,691.6
434,137,2,20240321,Partner,1,158.31,0.0,158.31
435,80,4,20240702,Direct,1,395.65,0.05,375.87
436,32,6,20240317,Direct,1,133.44,0.0,133.44
437,76,8,20240408,Direct,1,436.52,0.0,436.52
438,11,20,20241014,Online,1,341.71,0.0,341.71
439,60,22,20240120,Online,2,359.07,0.0,718.14
440,64,19,20240614,Direct,3,138.32,0.0,414.96
441,102,23,20240718,Online,5,307.04,0.0,1535.2
442,50,16,20240821,Online,1,131.16,0.0,131.16
443,65,4,20241117,Partner,1,395.65,0.0,395.65
444,15,19,20241128,Partner,2,138.32,0.0,276.64
445,89,1,20240606,Online,2,202.03,0.05,383.86
446,72,7,20240507,Partner,1,459.69,0.0,459.69
447,37,1,20240718,Online,1,202.03,0.0,202.03
448,2,13,20240707,Partner,2,145.23,0.05,275.94
449,59,9,20240914,Partner,1,228.5,0.0,228.5
450,130,21,20240401,Direct,1,278.4,0.1,250.56
451,117,25,20240102,Online,2,225.87,0.0,451.74
452,138,5,20240907,Partner,2,206.77,0.0,413.54
453,114,19,20240430,Partner,1,138.32,0.1,124.49
454,16,13,20241112,Partner,1,145.23,0.0,145.23
455,50,4,20240401,Partner,3,395.65,0.0,1186.95
456,101,1,20240723,Direct,1,202.03,0.05,191.93
457,112,10,20240204,Direct,3,294.85,0.1,796.1
458,52,14,20240702,Partner,1,194.71,0.0,194.71
459,120,6,20240706,Direct,2,133.44,0.0,266.88
460,52,9,20240814,Online,1,228.5,0.0,228.5
461,13,10,20240918,Online,1,294.85,0.05,280.11
462,140,8,20240121,Direct,1,436.52,0.0,436.52
463,21,18,20241121,Direct,1,286.03,0.0,286.03
464,27,8,20240212,Online,5,436.52,0.0,2182.6
465,51,2,20240609,Online,1,158.31,0.1,142.48
466,48,13,20240918,Direct,2,145.23,0.0,290.46
467,84,15,20240128,Online,2,381.95,0.0,763.9
468,84,2,20240712,Online,1,158.31,0.0,158.31
469,136,6,20240310,Direct,1,133.44,0.0,133.44
470,133,12,20240203,Online,1,361.12,0.05,343.06
471,34,13,20241220,Direct,1,145.23,0.05,137.97
472,6,5,20240409,Direct,1,206.77,0.0,206.77
473,15,19,20240908,Partner,5,138.32,0.0,691.6
474,39,11,20240325,Online,1,251.67,0.0,251.67
475,51,13,20240423,Direct,3,145.23,0.0,435.69
476,93,21,20240628,Online,2,278.4,0.1,501.12
477,91,4,20240509,Direct,3,395.65,0.0,1186.95
478,135,1,20240614,Online,2,202.03,0.0,404.06
479,59,11,20240520,Partner,3,251.67,0.0,755.01
480,70,17,20240314,Partner,1,362.21,0.05,344.1
481,26,24,20240914,Partner,2,395.55,0.05,751.54
482,108,25,20240416,Online,2,225.87,0.0,451.74
483,11,25,20240514,Online,1,225.87,0.05,214.58
484,74,16,20240916,Direct,2,131.16,0.0,262.32
485,127,10,20240612,Partner,2,294.85,0.05,560.22
486,84,11,20240119,Direct,1,251.67,0.0,251.67
487,44,1,20240403,Partner,5,202.03,0.0,1010.15
488,17,12,20240323,Online,1,361.12,0.0,361.12
489,56,21,20240522,Online,1,278.4,0.0,278.4
490,8,22,20240616,Partner,1,359.07,0.0,359.07
491,55,21,20240327,Partner,1,278.4,0.1,250.56
492,43,23,20240228,Online,1,307.04,0.0,307.04
493,21,14,20240125,Online,1,194.71,0.0,194.71
494,116,11,20240703,Partner,1,251.67,0.0,251.67
495,97,18,20241011,Online,1,286.03,0.0,286.03
496,75,5,20241023,Online,1,206.77,0.0,206.77
497,7,16,20240223,Partner,1,131.16,0.05,124.6
498,68,9,20241001,Online,1,228.5,0.0,228.5
499,45,5,20240720,Online,1,206.77,0.1,186.09
500,48,4,20240709,Partner,2,395.65,0.0,791.3
501,41,7,20240711,Partner,5,459.69,0.0,2298.45
