sale_id,customer_id,product_id,quantity,unit_price,discount_rate,revenue,channel,date_id
141,31,11,1,251.67,0.0,251.67,Partner,20240528
142,57,25,2,225.87,0.0,451.74,Direct,20240709
143,89,15,3,381.95,0.05,1088.56,Partner,20240720
144,34,11,1,251.67,0.05,239.09,Direct,20241028
145,45,18,1,286.03,0.0,286.03,Partner,20240703
146,108,17,1,362.21,0.15,307.88,Direct,20240520
147,37,21,1,278.4,0.05,264.48,Direct,20240523
148,43,13,1,145.23,0.0,145.23,Online,20240127
149,103,18,3,286.03,0.0,858.09,Online,20240526
150,35,17,1,362.21,0.0,362.21,Direct,20240317
151,27,14,1,194.71,0.0,194.71,Partner,20240516
152,69,19,3,138.32,0.0,414.96,Partner,20240918
153,4,18,1,286.03,0.0,286.03,Partner,20240407
154,119,8,1,436.52,0.05,414.69,Direct,20240807
155,103,5,1,206.77,0.0,206.77,Partner,20241119
156,84,9,2,228.5,0.0,457.0,Online,20241010
157,61,9,2,228.5,0.0,457.0,Online,20240414
158,93,3,2,97.31,0.0,194.62,Direct,20240211
159,64,23,2,307.04,0.0,614.08,Partner,20240729
160,108,8,2,436.52,0.1,785.74,Direct,20241110
161,80,16,2,131.16,0.0,262.32,Partner,20241125
162,37,23,5,307.04,0.1,1381.68,Direct,20240905
163,56,5,1,206.77,0.05,196.43,Direct,20241008
164,3,22,1,359.07,0.0,359.07,Partner,20240328
165,61,14,1,194.71,0.0,194.71,Partner,20240731
166,85,15,5,381.95,0.0,1909.75,Partner,20240524
167,72,23,2,307.04,0.0,614.08,Online,20240510
168,15,17,3,362.21,0.0,1086.63,Partner,20241130
169,63,25,1,225.87,0.0,225.87,Online,20240726
170,57,11,1,251.67,0.0,251.67,Partner,20240502
171,37,17,2,362.21,0.0,724.42,Online,20240904
172,110,9,2,228.5,0.0,457.0,Partner,20241208
173,71,9,2,228.5,0.1,411.3,Direct,20240302
174,104,25,2,225.87,0.05,429.15,Direct,20241125
175,49,23,1,307.04,0.1,276.34,Direct,20240208
176,11,25,1,225.87,0.0,225.87,Partner,20240913
177,85,15,1,381.95,0.05,362.85,Direct,20241008
178,23,7,2,459.69,0.0,919.38,Partner,20240819
179,74,3,1,97.31,0.0,97.31,Partner,20240818
180,76,4,1,395.65,0.0,395.65,Online,20240312
181,80,13,1,145.23,0.0,145.23,Direct,20240408
182,16,12,1,361.12,0.1,325.01,Direct,20240216
183,33,13,1,145.23,0.0,145.23,Online,20240624
184,36,19,1,138.32,0.0,138.32,Partner,20240216
185,116,3,2,97.31,0.0,194.62,Partner,20240502
186,54,18,1,286.03,0.0,286.03,Online,20240512
187,92,4,2,395.65,0.0,791.3,Direct,20240413
188,78,10,2,294.85,0.0,589.7,Partner,20240730
189,31,8,2,436.52,0.0,873.04,Online,20240730
190,90,4,2,395.65,0.0,791.3,Direct,20240925
191,9,14,1,194.71,0.0,194.71,Partner,20240711
192,40,12,3,361.12,0.05,1029.19,Direct,20240622
193,13,9,1,228.5,0.0,228.5,Partner,20240912
194,92,10,1,294.85,0.05,280.11,Partner,20241021
195,90,7,1,459.69,0.0,459.69,Online,20240305
196,55,14,2,194.71,0.0,389.42,Online,20240914
197,82,17,5,362.21,0.0,1811.05,Direct,20241118
198,97,7,1,459.69,0.0,459.69,Partner,20240217
199,78,15,2,381.95,0.15,649.31,Partner,20240507
200,98,20,1,341.71,0.05,324.62,Online,20240723
201,6,21,2,278.4,0.0,556.8,Partner,20240816
202,46,16,1,131.16,0.0,131.16,Direct,20240608
203,26,2,1,158.31,0.0,158.31,Direct,20240306
204,93,1,1,202.03,0.0,202.03,Online,20240805
205,113,1,1,202.03,0.15,171.73,Online,20240830
206,5,6,3,133.44,0.05,380.3,Direct,20240907
207,31,18,2,286.03,0.0,572.06,Partner,20240207
208,6,25,1,225.87,0.0,225.87,Partner,20240927
209,81,25,1,225.87,0.0,225.87,Direct,20240817
210,5,7,2,459.69,0.0,919.38,Direct,20240225
211,8,7,2,459.69,0.0,919.38,Direct,20240320
212,47,12,3,361.12,0.0,1083.36,Online,20240924
213,16,14,1,194.71,0.05,184.97,Online,20240225
214,66,8,2,436.52,0.0,873.04,Online,20241224
215,28,16,2,131.16,0.1,236.09,Direct,20240822
216,28,17,2,362.21,0.1,651.98,Direct,20241009
217,81,22,1,359.07,0.05,341.12,Direct,20240101
218,113,17,1,362.21,0.0,362.21,Online,20240429
219,10,13,1,145.23,0.0,145.23,Online,20240120
220,69,3,1,97.31,0.0,97.31,Direct,20240604
221,50,9,3,228.5,0.1,616.95,Partner,20241116
222,89,18,2,286.03,0.0,572.06,Online,20240927
223,75,8,1,436.52,0.0,436.52,Online,20240811
224,74,6,2,133.44,0.1,240.19,Direct,20240227
225,9,3,1,97.31,0.05,92.44,Partner,20240206
226,23,10,2,294.85,0.05,560.22,Online,20240925
227,23,24,2,395.55,0.0,791.1,Partner,20240408
228,33,12,1,361.12,0.0,361.12,Direct,20240513
229,5,17,5,362.21,0.15,1539.39,Direct,20241103
230,23,25,2,225.87,0.0,451.74,Online,20240106
231,66,15,1,381.95,0.15,324.66,Partner,20240603
232,70,10,1,294.85,0.0,294.85,Partner,20240522
233,32,17,2,362.21,0.1,651.98,Direct,20241126
234,75,18,1,286.03,0.0,286.03,Online,20240831
235,24,11,1,251.67,0.05,239.09,Online,20240430
236,86,7,1,459.69,0.05,436.71,Direct,20240506
237,31,24,1,395.55,0.0,395.55,Online,20240729
238,38,7,3,459.69,0.0,1379.07,Partner,20241128
239,6,20,1,341.71,0.05,324.62,Direct,20240129
240,6,23,1,307.04,0.0,307.04,Partner,20240409
241,98,15,1,381.95,0.0,381.95,Online,20241211
242,62,7,2,459.69,0.0,919.38,Direct,20240803
243,37,8,1,436.52,0.0,436.52,Direct,20240511
244,7,12,3,361.12,0.0,1083.36,Partner,20241207
245,30,11,1,251.67,0.05,239.09,Direct,20240708
246,43,5,1,206.77,0.0,206.77,Direct,20240909
247,90,25,1,225.87,0.05,214.58,Partner,20241222
248,99,17,1,362.21,0.0,362.21,Partner,20240803
249,27,21,3,278.4,0.0,835.2,Partner,20241215
250,9,2,2,158.31,0.0,316.62,Direct,20240411
251,93,5,3,206.77,0.15,527.26,Online,20240529
252,101,18,1,286.03,0.0,286.03,Direct,20240915
253,30,19,2,138.32,0.0,276.64,Partner,20240415
254,102,10,2,294.85,0.0,589.7,Partner,20240412
255,25,2,3,158.31,0.0,474.93,Direct,20240409
256,97,18,1,286.03,0.0,286.03,Direct,20240826
257,118,4,1,395.65,0.05,375.87,Partner,20240515
258,80,25,1,225.87,0.0,225.87,Online,20240225
259,35,21,5,278.4,0.0,1392.0,Online,20240910
260,14,1,1,202.03,0.05,191.93,Direct,20240405
261,2,23,1,307.04,0.0,307.04,Partner,20240905
262,101,15,1,381.95,0.0,381.95,Direct,20241206
263,74,24,5,395.55,0.1,1779.98,Direct,20241031
264,24,24,1,395.55,0.0,395.55,Direct,20240720
265,107,19,5,138.32,0.0,691.6,Direct,20240419
266,85,4,2,395.65,0.0,791.3,Direct,20241101
267,55,1,3,202.03,0.0,606.09,Direct,20240731
268,8,15,1,381.95,0.0,381.95,Direct,20241229
269,18,22,1,359.07,0.0,359.07,Partner,20240404
270,71,6,1,133.44,0.0,133.44,Online,20240818
271,55,2,1,158.31,0.0,158.31,Online,20240609
272,63,19,1,138.32,0.0,138.32,Direct,20240227
273,28,17,1,362.21,0.1,325.99,Partner,20240325
274,17,2,1,158.31,0.0,158.31,Direct,20240407
275,70,15,1,381.95,0.0,381.95,Online,20241130
276,68,2,2,158.31,0.05,300.79,Direct,20240827
277,53,18,1,286.03,0.05,271.73,Online,20240608
278,119,18,1,286.03,0.0,286.03,Partner,20240712
279,64,17,3,362.21,0.05,1032.3,Partner,20240618
280,22,22,3,359.07,0.0,1077.21,Direct,20240327
281,27,14,3,194.71,0.0,584.13,Direct,20240102
282,12,18,5,286.03,0.0,1430.15,Direct,20240523
283,115,4,3,395.65,0.0,1186.95,Partner,20240628
284,70,11,2,251.67,0.05,478.17,Online,20240304
285,25,20,1,341.71,0.0,341.71,Partner,20240416
286,62,10,5,294.85,0.1,1326.83,Partner,20240701
287,64,23,1,307.04,0.15,260.98,Direct,20240809
288,99,10,1,294.85,0.0,294.85,Online,20240126
289,60,22,1,359.07,0.0,359.07,Direct,20240830
290,28,7,1,459.69,0.0,459.69,Online,20240709
291,20,13,1,145.23,0.0,145.23,Direct,20240816
292,26,5,2,206.77,0.0,413.54,Partner,20240614
293,93,8,2,436.52,0.05,829.39,Direct,20240830
294,31,19,1,138.32,0.0,138.32,Partner,20241119
295,88,24,1,395.55,0.0,395.55,Online,20240506
296,50,19,1,138.32,0.0,138.32,Direct,20240726
297,42,14,3,194.71,0.0,584.13,Direct,20240711
298,35,16,1,131.16,0.0,131.16,Direct,20240825
299,100,15,1,381.95,0.0,381.95,Partner,20240201
300,57,1,1,202.03,0.0,202.03,Online,20240409
301,93,18,3,286.03,0.05,815.19,Online,20240202
302,104,3,1,97.31,0.0,97.31,Partner,20240622
303,51,17,1,362.21,0.1,325.99,Partner,20240519
304,1,25,1,225.87,0.0,225.87,Direct,20241111
305,63,7,2,459.69,0.15,781.47,Online,20240514
306,20,6,1,133.44,0.0,133.44,Partner,20241219
307,93,16,1,131.16,0.0,131.16,Partner,20240521
308,36,23,1,307.04,0.0,307.04,Online,20240102
309,7,7,1,459.69,0.0,459.69,Online,20241031
310,94,23,1,307.04,0.0,307.04,Direct,20240203
311,55,11,2,251.67,0.0,503.34,Direct,20240429
312,86,21,1,278.4,0.0,278.4,Online,20240831
313,14,10,2,294.85,0.0,589.7,Partner,20240826
314,78,2,1,158.31,0.0,158.31,Partner,20240508
315,114,1,3,202.03,0.0,606.09,Direct,20240909
316,91,3,1,97.31,0.05,92.44,Direct,20240911
317,83,19,1,138.32,0.0,138.32,Online,20240105
318,96,24,2,395.55,0.0,791.1,Online,20240604
319,99,6,2,133.44,0.0,266.88,Online,20240318
320,11,5,1,206.77,0.0,206.77,Partner,20240430
321,4,14,1,194.71,0.0,194.71,Partner,20240612
322,114,18,1,286.03,0.1,257.43,Online,20240704
323,69,1,1,202.03,0.05,191.93,Online,20240210
324,82,3,2,97.31,0.05,184.89,Partner,20240411
325,102,5,3,206.77,0.1,558.28,Direct,20240322
326,89,2,1,158.31,0.1,142.48,Direct,20240727
327,90,7,2,459.69,0.0,919.38,Direct,20241128
328,65,19,3,138.32,0.05,394.21,Online,20240903
329,85,8,1,436.52,0.05,414.69,Partner,20241005
330,31,4,3,395.65,0.0,1186.95,Partner,20240323
331,2,20,3,341.71,0.0,1025.13,Direct,20240223
332,72,12,2,361.12,0.0,722.24,Online,20240515
333,93,9,1,228.5,0.0,228.5,Direct,20240213
334,75,20,1,341.71,0.0,341.71,Partner,20240219
335,95,14,2,194.71,0.0,389.42,Online,20240912
336,84,25,2,225.87,0.0,451.74,Direct,20240816
337,24,24,2,395.55,0.0,791.1,Direct,20240429
338,14,7,1,459.69,0.0,459.69,Partner,20240801
339,27,25,1,225.87,0.05,214.58,Online,20241113
340,9,9,1,228.5,0.0,228.5,Online,20240430
341,97,25,1,225.87,0.1,203.28,Online,20241002
342,19,7,1,459.69,0.1,413.72,Partner,20240303
343,24,7,2,459.69,0.05,873.41,Partner,20240530
344,53,8,1,436.52,0.0,436.52,Partner,20241017
345,65,6,1,133.44,0.0,133.44,Partner,20240709
346,16,2,2,158.31,0.1,284.96,Direct,20240513
347,52,25,2,225.87,0.0,451.74,Direct,20240812
348,19,1,1,202.03,0.0,202.03,Direct,20240405
349,59,3,1,97.31,0.1,87.58,Direct,20240430
350,21,15,1,381.95,0.0,381.95,Online,20240524
351,91,12,2,361.12,0.0,722.24,Partner,20240406
352,83,23,1,307.04,0.0,307.04,Partner,20240203
353,21,8,2,436.52,0.0,873.04,Direct,20240508
354,104,12,2,361.12,0.0,722.24,Online,20240916
355,17,17,1,362.21,0.0,362.21,Online,20240428
356,119,16,1,131.16,0.0,131.16,Online,20240221
357,85,12,3,361.12,0.0,1083.36,Direct,20240825
358,35,18,2,286.03,0.0,572.06,Direct,20240222
359,106,18,1,286.03,0.05,271.73,Direct,20240831
360,59,1,1,202.03,0.0,202.03,Partner,20240817
361,38,23,1,307.04,0.0,307.04,Partner,20240121
362,41,10,1,294.85,0.0,294.85,Direct,20240429
363,61,20,1,341.71,0.0,341.71,Direct,20240126
364,25,12,1,361.12,0.15,306.95,Online,20241103
365,16,1,5,202.03,0.0,1010.15,Direct,20240409
366,103,16,1,131.16,0.0,131.16,Online,20240709
367,11,14,2,194.71,0.0,389.42,Partner,20240401
368,13,11,2,251.67,0.0,503.34,Partner,20241104
369,75,13,2,145.23,0.0,290.46,Direct,20241206
370,108,10,1,294.85,0.0,294.85,Online,20240224
371,79,3,1,97.31,0.05,92.44,Online,20241101
372,111,17,1,362.21,0.0,362.21,Partner,20241113
373,87,24,2,395.55,0.0,791.1,Direct,20240421
374,112,19,1,138.32,0.0,138.32,Partner,20240707
375,16,4,1,395.65,0.1,356.08,Direct,20240313
376,60,10,3,294.85,0.1,796.1,Partner,20240414
377,29,7,1,459.69,0.0,459.69,Online,20240120
378,64,2,3,158.31,0.1,427.44,Direct,20241129
379,34,12,1,361.12,0.0,361.12,Partner,20240106
380,30,11,1,251.67,0.1,226.5,Online,20240728
381,99,3,1,97.31,0.0,97.31,Direct,20240709
382,46,24,1,395.55,0.0,395.55,Partner,20241113
383,9,9,1,228.5,0.0,228.5,Direct,20240209
384,58,12,1,361.12,0.05,343.06,Partner,20240117
385,53,22,1,359.07,0.0,359.07,Partner,20241007
386,46,10,1,294.85,0.0,294.85,Partner,20240202
387,39,1,3,202.03,0.0,606.09,Partner,20240221
388,75,5,1,206.77,0.0,206.77,Online,20241205
389,89,20,3,341.71,0.0,1025.13,Online,20240320
390,77,24,2,395.55,0.0,791.1,Direct,20240930
391,41,23,2,307.04,0.05,583.38,Direct,20241130
392,3,19,1,138.32,0.0,138.32,Online,20240722
393,78,15,1,381.95,0.0,381.95,Partner,20240518
394,83,20,3,341.71,0.0,1025.13,Online,20240525
395,46,4,1,395.65,0.1,356.08,Partner,20240606
396,18,1,1,202.03,0.15,171.73,Partner,20240127
397,47,10,1,294.85,0.0,294.85,Partner,20241017
398,100,9,1,228.5,0.0,228.5,Partner,20240731
399,115,24,1,395.55,0.0,395.55,Partner,20240110
400,45,18,2,286.03,0.15,486.25,Direct,20241125
401,24,21,5,278.4,0.0,1392.0,Online,20240719
402,72,12,3,361.12,0.0,1083.36,Direct,20240726
403,32,17,2,362.21,0.0,724.42,Partner,20240104
404,79,21,1,278.4,0.0,278.4,Partner,20240321
405,4,13,2,145.23,0.0,290.46,Direct,20240228
406,110,14,5,194.71,0.0,973.55,Online,20240726
407,99,14,3,194.71,0.0,584.13,Partner,20240705
408,82,6,5,133.44,0.05,633.84,Direct,20240324
409,41,10,1,294.85,0.0,294.85,Direct,20240108
410,60,5,1,206.77,0.05,196.43,Direct,20241009
411,32,13,1,145.23,0.0,145.23,Partner,20241124
412,21,13,2,145.23,0.0,290.46,Online,20240215
413,103,23,1,307.04,0.0,307.04,Partner,20241114
414,4,7,3,459.69,0.0,1379.07,Direct,20240915
415,37,11,1,251.67,0.0,251.67,Partner,20240315
416,32,2,2,158.31,0.05,300.79,Direct,20240525
417,106,6,1,133.44,0.0,133.44,Direct,20240923
418,33,6,5,133.44,0.0,667.2,Direct,20240204
419,98,18,1,286.03,0.0,286.03,Partner,20240715
420,112,22,1,359.07,0.0,359.07,Partner,20240411
421,105,22,2,359.07,0.0,718.14,Direct,20240305
422,3,1,1,202.03,0.15,171.73,Partner,20240904
423,82,20,1,341.71,0.0,341.71,Online,20240128
424,66,12,1,361.12,0.1,325.01,Partner,20241121
425,100,16,1,131.16,0.0,131.16,Online,20240214
426,46,17,1,362.21,0.0,362.21,Online,20241113
427,25,10,2,294.85,0.0,589.7,Online,20240323
428,103,11,1,251.67,0.0,251.67,Online,20240423
429,11,18,5,286.03,0.05,1358.64,Online,20240726
430,78,22,1,359.07,0.05,341.12,Partner,20240410
431,26,7,1,459.69,0.05,436.71,Online,20240403
432,30,18,1,286.03,0.0,286.03,Direct,20240421
433,13,19,5,138.32,0.0,691.6,Online,20240723
434,117,2,1,158.31,0.0,158.31,Partner,20240321
435,68,4,1,395.65,0.05,375.87,Direct,20240702
436,26,6,1,133.44,0.0,133.44,Direct,20240317
437,66,8,1,436.52,0.0,436.52,Direct,20240408
438,10,20,1,341.71,0.0,341.71,Online,20241014
439,53,22,2,359.07,0.0,718.14,Online,20240120
440,56,19,3,138.32,0.0,414.96,Direct,20240614
441,88,23,5,307.04,0.0,1535.2,Online,20240718
442,44,16,1,131.16,0.0,131.16,Online,20240821
443,57,4,1,395.65,0.0,395.65,Partner,20241117
444,12,19,2,138.32,0.0,276.64,Partner,20241128
445,76,1,2,202.03,0.05,383.86,Online,20240606
446,63,7,1,459.69,0.0,459.69,Partner,20240507
447,31,1,1,202.03,0.0,202.03,Online,20240718
448,2,13,2,145.23,0.05,275.94,Partner,20240707
449,52,9,1,228.5,0.0,228.5,Partner,20240914
450,110,21,1,278.4,0.1,250.56,Direct,20240401
451,100,25,2,225.87,0.0,451.74,Online,20240102
452,118,5,2,206.77,0.0,413.54,Partner,20240907
453,98,19,1,138.32,0.1,124.49,Partner,20240430
454,13,13,1,145.23,0.0,145.23,Partner,20241112
455,44,4,3,395.65,0.0,1186.95,Partner,20240401
456,87,1,1,202.03,0.05,191.93,Direct,20240723
457,96,10,3,294.85,0.1,796.1,Direct,20240204
458,46,14,1,194.71,0.0,194.71,Partner,20240702
459,102,6,2,133.44,0.0,266.88,Direct,20240706
460,46,9,1,228.5,0.0,228.5,Online,20240814
461,11,10,1,294.85,0.05,280.11,Online,20240918
462,120,8,1,436.52,0.0,436.52,Direct,20240121
463,18,18,1,286.03,0.0,286.03,Direct,20241121
464,23,8,5,436.52,0.0,2182.6,Online,20240212
465,45,2,1,158.31,0.1,142.48,Online,20240609
466,42,13,2,145.23,0.0,290.46,Direct,20240918
467,72,15,2,381.95,0.0,763.9,Online,20240128
468,72,2,1,158.31,0.0,158.31,Online,20240712
469,116,6,1,133.44,0.0,133.44,Direct,20240310
470,113,12,1,361.12,0.05,343.06,Online,20240203
471,28,13,1,145.23,0.05,137.97,Direct,20241220
472,5,5,1,206.77,0.0,206.77,Direct,20240409
473,12,19,5,138.32,0.0,691.6,Partner,20240908
474,33,11,1,251.67,0.0,251.67,Online,20240325
475,45,13,3,145.23,0.0,435.69,Direct,20240423
476,79,21,2,278.4,0.1,501.12,Online,20240628
477,78,4,3,395.65,0.0,1186.95,Direct,20240509
478,115,1,2,202.03,0.0,404.06,Online,20240614
479,52,11,3,251.67,0.0,755.01,Partner,20240520
480,62,17,1,362.21,0.05,344.1,Partner,20240314
481,22,24,2,395.55,0.05,751.54,Partner,20240914
482,93,25,2,225.87,0.0,451.74,Online,20240416
483,10,25,1,225.87,0.05,214.58,Online,20240514
484,64,16,2,131.16,0.0,262.32,Direct,20240916
485,108,10,2,294.85,0.05,560.22,Partner,20240612
486,72,11,1,251.67,0.0,251.67,Direct,20240119
487,38,1,5,202.03,0.0,1010.15,Partner,20240403
488,14,12,1,361.12,0.0,361.12,Online,20240323
489,49,21,1,278.4,0.0,278.4,Online,20240522
490,7,22,1,359.07,0.0,359.07,Partner,20240616
491,48,21,1,278.4,0.1,250.56,Partner,20240327
492,37,23,1,307.04,0.0,307.04,Online,20240228
493,18,14,1,194.71,0.0,194.71,Online,20240125
494,99,11,1,251.67,0.0,251.67,Partner,20240703
495,83,18,1,286.03,0.0,286.03,Online,20241011
496,65,5,1,206.77,0.0,206.77,Online,20241023
497,6,16,1,131.16,0.05,124.6,Partner,20240223
498,60,9,1,228.5,0.0,228.5,Online,20241001
499,39,5,1,206.77,0.1,186.09,Online,20240720
500,42,4,2,395.65,0.0,791.3,Partner,20240709
501,35,7,5,459.69,0.0,2298.45,Partner,20240711
